"Местное время в Уфе / им. Мустая Карима (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"10.08.2022 10:30";"24.0";"751.6";"763.5";"74";"Переменное направление";"1";"";"Дымка";"";"Нет существенной облачности";"5.0";"19.0";
"10.08.2022 10:00";"23.0";"751.5";"763.5";"74";"Ветер, дующий с юга";"2";"";"Дымка";"";"Нет существенной облачности";"5.0";"18.0";
"10.08.2022 09:30";"21.0";"751.4";"763.5";"88";"Ветер, дующий с юга";"2";"";"Дымка";"";"Нет существенной облачности";"5.0";"19.0";
"10.08.2022 09:00";"19.0";"751.4";"763.5";"94";"Ветер, дующий с юго-востока";"2";"";"Дымка";"";"Незначительная (10-30%) 210 м";"4.0";"18.0";
"10.08.2022 08:30";"18.0";"751.3";"763.5";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"Дымка";"";"Рассеянная (40-50%) 90 м";"2.5";"18.0";
"10.08.2022 08:00";"18.0";"751.3";"763.5";"94";"Переменное направление";"1";"";"Туман";"";"Рассеянная (40-50%) 60 м";"4.0";"17.0";
"10.08.2022 07:30";"17.0";"751.3";"763.5";"100";"Штиль, безветрие";"0";"";"Туман";"";"Рассеянная (40-50%) 60 м";"1.8";"17.0";
"10.08.2022 07:00";"17.0";"750.6";"762.8";"100";"Штиль, безветрие";"0";"";"Туман";"";"Рассеянная (40-50%) 60 м";"0.5";"17.0";
"10.08.2022 06:30";"16.0";"750.6";"762.8";"100";"Штиль, безветрие";"0";"";"Туман";"";"Нет существенной облачности";"0.7";"16.0";
"10.08.2022 06:00";"16.0";"750.6";"762.8";"100";"Переменное направление";"1";"";"Дымка";"";"Нет существенной облачности";"3.0";"16.0";
"10.08.2022 05:30";"15.0";"750.5";"762.8";"100";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"4.5";"15.0";
"10.08.2022 05:00";"15.0";"750.5";"762.8";"100";"Переменное направление";"1";"";"Дымка";"";"Нет существенной облачности";"4.5";"15.0";
"10.08.2022 04:30";"17.0";"750.6";"762.8";"100";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"4.5";"17.0";
"10.08.2022 04:00";"16.0";"750.6";"762.8";"94";"Переменное направление";"1";"";"Дымка";"";"Нет существенной облачности";"4.5";"15.0";
"10.08.2022 03:30";"17.0";"750.6";"762.8";"88";"Ветер, дующий с запада";"2";"";"Дымка";"";"Нет существенной облачности";"4.5";"15.0";
"10.08.2022 03:00";"17.0";"750.6";"762.8";"88";"Ветер, дующий с северо-северо-запада";"1";"";"Дымка";"";"Рассеянная (40-50%) 1380 м";"4.5";"15.0";
"10.08.2022 02:30";"17.0";"750.6";"762.8";"94";"Ветер, дующий с севера";"1";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"16.0";
"10.08.2022 02:00";"17.0";"750.6";"762.8";"94";"Ветер, дующий с северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"16.0";
"10.08.2022 01:30";"18.0";"750.6";"762.8";"88";"Ветер, дующий с северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"16.0";
"10.08.2022 01:00";"17.0";"750.6";"762.8";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"16.0";
"10.08.2022 00:30";"18.0";"750.6";"762.8";"88";"Ветер, дующий с северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"16.0";
"10.08.2022 00:00";"19.0";"750.7";"762.8";"83";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"16.0";
"09.08.2022 23:30";"19.0";"750.7";"762.8";"83";"Ветер, дующий с северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"16.0";
"09.08.2022 23:00";"21.0";"750.8";"762.8";"78";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"17.0";
"09.08.2022 22:30";"21.0";"750.8";"762.8";"78";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"17.0";
"09.08.2022 22:00";"22.0";"750.8";"762.8";"73";"Ветер, дующий с запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"17.0";
"09.08.2022 21:30";"22.0";"750.8";"762.8";"73";"Ветер, дующий с запада";"1";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"17.0";
"09.08.2022 21:00";"22.0";"750.8";"762.8";"78";"Ветер, дующий с севера";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"18.0";
"09.08.2022 20:30";"26.0";"750.2";"762.0";"54";"Ветер, дующий с востока";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"16.0";
"09.08.2022 20:00";"26.0";"750.2";"762.0";"58";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"17.0";
"09.08.2022 19:30";"26.0";"751.0";"762.8";"54";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"16.0";
"09.08.2022 19:00";"27.0";"751.0";"762.8";"51";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"16.0";
"09.08.2022 18:30";"29.0";"750.3";"762.0";"43";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"09.08.2022 18:00";"29.0";"751.1";"762.8";"43";"Ветер, дующий с северо-северо-востока";"5";"";"Вблизи гроза";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"15.0";
"09.08.2022 17:30";"28.0";"751.0";"762.8";"48";"Ветер, дующий с севера";"9";"";"Гроза";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"16.0";
"09.08.2022 17:00";"31.0";"751.2";"762.8";"38";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"09.08.2022 16:30";"31.0";"750.4";"762.0";"38";"Ветер, дующий с северо-востока";"3";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"09.08.2022 16:00";"31.0";"750.4";"762.0";"38";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"09.08.2022 15:30";"30.0";"751.1";"762.8";"40";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 1200 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"15.0";
"09.08.2022 15:00";"30.0";"751.1";"762.8";"40";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 1200 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"15.0";
"09.08.2022 14:30";"30.0";"751.1";"762.8";"43";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Рассеянная (40-50%) 1500 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"16.0";
"09.08.2022 14:00";"30.0";"751.1";"762.8";"40";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"09.08.2022 13:30";"30.0";"751.1";"762.8";"49";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"09.08.2022 13:00";"30.0";"751.1";"762.8";"46";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"09.08.2022 12:30";"30.0";"751.1";"762.8";"43";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"09.08.2022 12:00";"29.0";"751.1";"762.8";"51";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"09.08.2022 11:30";"28.0";"751.7";"763.5";"55";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"09.08.2022 11:00";"27.0";"751.7";"763.5";"54";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"09.08.2022 10:30";"26.0";"751.6";"763.5";"58";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"09.08.2022 10:00";"25.0";"751.6";"763.5";"65";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"18.0";
"09.08.2022 09:30";"24.0";"751.6";"763.5";"65";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"09.08.2022 09:00";"23.0";"751.5";"763.5";"69";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"09.08.2022 08:30";"22.0";"751.5";"763.5";"73";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"09.08.2022 08:00";"21.0";"751.4";"763.5";"78";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"09.08.2022 07:30";"19.0";"751.4";"763.5";"83";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"09.08.2022 07:00";"18.0";"751.3";"763.5";"88";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"09.08.2022 06:30";"16.0";"751.2";"763.5";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"09.08.2022 06:00";"16.0";"751.2";"763.5";"88";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"09.08.2022 05:30";"16.0";"751.2";"763.5";"88";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"09.08.2022 05:00";"17.0";"751.3";"763.5";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"09.08.2022 04:30";"16.0";"751.2";"763.5";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"09.08.2022 04:00";"18.0";"751.3";"763.5";"83";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"09.08.2022 03:30";"18.0";"751.3";"763.5";"83";"Ветер, дующий с юго-запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"15.0";
"09.08.2022 03:00";"17.0";"751.3";"763.5";"88";"Ветер, дующий с запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"15.0";
"09.08.2022 02:30";"17.0";"751.3";"763.5";"88";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"15.0";
"09.08.2022 02:00";"19.0";"751.4";"763.5";"78";"Ветер, дующий с запада";"3";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"15.0";
"09.08.2022 01:30";"19.0";"751.4";"763.5";"78";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"15.0";
"09.08.2022 01:00";"20.0";"751.4";"763.5";"73";"Ветер, дующий с северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"15.0";
"09.08.2022 00:30";"20.0";"751.4";"763.5";"78";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"16.0";
"09.08.2022 00:00";"20.0";"751.4";"763.5";"78";"Ветер, дующий с северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"16.0";
"08.08.2022 23:30";"20.0";"751.4";"763.5";"78";"Ветер, дующий с северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"16.0";
"08.08.2022 23:00";"22.0";"751.5";"763.5";"69";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"16.0";
"08.08.2022 22:30";"22.0";"751.5";"763.5";"69";"Ветер, дующий с северо-запада";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"16.0";
"08.08.2022 22:00";"21.0";"751.4";"763.5";"78";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"17.0";
"08.08.2022 21:30";"24.0";"751.6";"763.5";"65";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"17.0";
"08.08.2022 21:00";"26.0";"751.0";"762.8";"54";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"16.0";
"08.08.2022 20:30";"27.0";"751.0";"762.8";"54";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"17.0";
"08.08.2022 20:00";"28.0";"751.0";"762.8";"51";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"17.0";
"08.08.2022 19:30";"30.0";"751.1";"762.8";"40";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"08.08.2022 19:00";"30.0";"751.1";"762.8";"40";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"08.08.2022 18:30";"30.0";"751.1";"762.8";"38";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"08.08.2022 18:00";"30.0";"751.1";"762.8";"38";"Ветер, дующий с северо-востока";"5";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"08.08.2022 17:30";"31.0";"751.2";"762.8";"35";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"08.08.2022 17:00";"31.0";"751.2";"762.8";"35";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"08.08.2022 16:30";"30.0";"751.8";"763.5";"35";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"13.0";
"08.08.2022 16:00";"30.0";"751.8";"763.5";"38";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"08.08.2022 15:30";"31.0";"751.8";"763.5";"38";"Ветер, дующий с северо-востока";"3";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"15.0";
"08.08.2022 15:00";"31.0";"751.8";"763.5";"38";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"15.0";
"08.08.2022 14:30";"30.0";"751.8";"763.5";"38";"Ветер, дующий с северо-востока";"3";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"14.0";
"08.08.2022 14:00";"31.0";"751.8";"763.5";"35";"Ветер, дующий с северо-востока";"3";"";"";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"14.0";
"08.08.2022 13:30";"30.0";"752.6";"764.3";"40";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"08.08.2022 13:00";"30.0";"752.6";"764.3";"43";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"08.08.2022 12:30";"30.0";"752.6";"764.3";"43";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"08.08.2022 12:00";"29.0";"752.6";"764.3";"45";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"08.08.2022 11:30";"28.0";"752.5";"764.3";"51";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"08.08.2022 11:00";"27.0";"752.5";"764.3";"54";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"08.08.2022 10:30";"26.0";"752.4";"764.3";"58";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"08.08.2022 10:00";"25.0";"752.4";"764.3";"61";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"17.0";
"08.08.2022 09:30";"23.0";"752.3";"764.3";"65";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"08.08.2022 09:00";"22.0";"752.3";"764.3";"69";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"08.08.2022 08:30";"21.0";"752.2";"764.3";"73";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"08.08.2022 08:00";"19.0";"752.2";"764.3";"83";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"08.08.2022 07:30";"17.0";"752.1";"764.3";"88";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"08.08.2022 07:00";"15.0";"752.0";"764.3";"94";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.08.2022 06:30";"14.0";"751.9";"764.3";"88";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"08.08.2022 06:00";"13.0";"751.9";"764.3";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"08.08.2022 05:30";"14.0";"751.9";"764.3";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 05:00";"14.0";"751.9";"764.3";"94";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 04:30";"15.0";"752.0";"764.3";"88";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 04:00";"15.0";"752.0";"764.3";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 03:30";"15.0";"752.0";"764.3";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 03:00";"15.0";"752.0";"764.3";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 02:30";"16.0";"751.2";"763.5";"83";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 02:00";"17.0";"751.3";"763.5";"77";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 01:30";"16.0";"751.2";"763.5";"83";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"08.08.2022 01:00";"18.0";"751.3";"763.5";"78";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.08.2022 00:30";"18.0";"751.3";"763.5";"78";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"08.08.2022 00:00";"19.0";"751.4";"763.5";"73";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 23:30";"19.0";"751.4";"763.5";"73";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 23:00";"19.0";"751.4";"763.5";"73";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 22:30";"21.0";"751.4";"763.5";"64";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 22:00";"21.0";"751.4";"763.5";"64";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 21:30";"23.0";"751.5";"763.5";"57";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 21:00";"25.0";"751.6";"763.5";"47";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 20:30";"27.0";"751.7";"763.5";"42";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 20:00";"28.0";"751.7";"763.5";"40";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 19:30";"28.0";"751.7";"763.5";"40";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 19:00";"29.0";"751.8";"763.5";"35";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 18:30";"29.0";"751.8";"763.5";"35";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 18:00";"30.0";"751.8";"763.5";"29";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"07.08.2022 17:30";"30.0";"751.8";"763.5";"25";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"07.08.2022 17:00";"30.0";"752.6";"764.3";"27";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"07.08.2022 16:30";"29.0";"752.6";"764.3";"31";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"07.08.2022 16:00";"29.0";"752.6";"764.3";"31";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"07.08.2022 15:30";"29.0";"752.6";"764.3";"33";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 15:00";"29.0";"752.6";"764.3";"33";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 14:30";"30.0";"752.6";"764.3";"33";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 14:00";"29.0";"753.2";"765.0";"35";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 13:30";"29.0";"753.2";"765.0";"35";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 13:00";"28.0";"753.2";"765.0";"40";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 12:30";"28.0";"753.2";"765.0";"40";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 12:00";"27.0";"753.2";"765.0";"45";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 11:30";"27.0";"753.2";"765.0";"48";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"07.08.2022 11:00";"26.0";"753.1";"765.0";"51";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"07.08.2022 10:30";"25.0";"753.9";"765.8";"51";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 10:00";"24.0";"753.8";"765.8";"54";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 09:30";"23.0";"753.8";"765.8";"61";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"07.08.2022 09:00";"21.0";"753.7";"765.8";"69";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"07.08.2022 08:30";"19.0";"753.6";"765.8";"73";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 08:00";"17.0";"753.5";"765.8";"83";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"07.08.2022 07:30";"15.0";"753.5";"765.8";"88";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 07:00";"14.0";"752.6";"765.0";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"07.08.2022 06:30";"14.0";"752.6";"765.0";"88";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 06:00";"12.0";"752.5";"765.0";"94";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 05:30";"13.0";"752.6";"765.0";"88";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 05:00";"13.0";"752.6";"765.0";"88";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 04:30";"13.0";"752.6";"765.0";"88";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 04:00";"14.0";"752.6";"765.0";"82";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 03:30";"15.0";"752.7";"765.0";"77";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 03:00";"16.0";"752.7";"765.0";"72";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 02:30";"16.0";"752.7";"765.0";"77";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 02:00";"16.0";"752.7";"765.0";"72";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"07.08.2022 01:30";"17.0";"752.8";"765.0";"73";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 01:00";"16.0";"752.7";"765.0";"77";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"07.08.2022 00:30";"18.0";"752.8";"765.0";"68";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
